education,joiningyear,city,paymenttier,age,gender,everbenched,experienceincurrentdomain,offtime,employeeid,department
Bachelors,2016,Lalpur,3,26,Male,No,4,2,EMP2724,HR
Masters,2013,Lalpur,3,26,Male,No,4,2,EMP2725,Sales
Bachelors,2012,Lalpur,2,29,Female,No,2,3,EMP2726,IT
Bachelors,2018,Ratu road ,3,30,Male,Yes,2,6,EMP2727,Sales
Bachelors,2016,Ratu road ,3,27,Male,No,5,6,EMP2728,Sales
Bachelors,2015,Ratu road ,3,26,Male,No,4,2,EMP2729,HR
Bachelors,2018,Ratu road ,2,28,Female,No,3,6,EMP2730,IT
Bachelors,2012,Ratu road ,3,28,Male,No,0,8,EMP2731,IT
Bachelors,2014,Ratu road ,3,27,Male,No,5,2,EMP2732,Finance
Bachelors,2012,Ratu road ,3,28,Female,Yes,0,3,EMP2733,Finance
Masters,2014,kanke,3,28,Male,No,2,2,EMP2734,Finance
Bachelors,2012,Ratu road ,3,26,Female,No,4,5,EMP2735,Marketing
Bachelors,2015,Lalpur,3,27,Male,No,5,4,EMP2736,Marketing
Bachelors,2016,Ratu road ,3,28,Male,Yes,2,11,EMP2737,IT
Bachelors,2018,Lalpur,3,29,Male,Yes,3,12,EMP2738,Sales
Bachelors,2014,kanke,3,29,Male,Yes,4,7,EMP2739,Finance
Bachelors,2015,Ratu road ,3,29,Male,No,1,0,EMP2740,Marketing
Masters,2018,Ratu road ,3,27,Male,Yes,5,6,EMP2741,Marketing
Bachelors,2014,Ratu road ,3,28,Male,No,5,7,EMP2742,Marketing
Masters,2017,Lalpur,2,27,Male,No,5,6,EMP2743,Marketing
Bachelors,2017,Lalpur,2,27,Male,No,5,2,EMP2744,Sales
Bachelors,2014,Ratu road ,3,28,Male,No,4,5,EMP2745,Finance
Bachelors,2017,kanke,2,26,Male,No,4,3,EMP2746,Finance
Bachelors,2017,Lalpur,3,29,Female,No,0,7,EMP2747,Sales
Bachelors,2012,Ratu road ,3,26,Female,No,4,11,EMP2748,Sales
Bachelors,2017,kanke,2,26,Female,No,4,9,EMP2749,Finance
Bachelors,2017,Lalpur,2,26,Female,No,4,3,EMP2750,HR
Bachelors,2014,Ratu road ,3,30,Male,No,1,1,EMP2751,Finance
Bachelors,2018,Ratu road ,3,29,Male,No,2,1,EMP2752,IT
Masters,2013,Ratu road ,3,30,Male,No,2,12,EMP2753,Marketing
Bachelors,2016,Ratu road ,3,27,Female,No,5,11,EMP2754,HR
Bachelors,2016,kanke,3,26,Female,No,4,1,EMP2755,Finance
Bachelors,2017,Ratu road ,1,30,Male,No,1,8,EMP2756,Sales
Bachelors,2015,kanke,3,30,Female,Yes,1,5,EMP2757,HR
Bachelors,2013,Lalpur,3,30,Male,No,0,2,EMP2758,Sales
Bachelors,2015,Lalpur,3,27,Male,No,5,6,EMP2759,Marketing
Bachelors,2017,Lalpur,3,30,Female,No,1,7,EMP2760,Marketing
PHD,2018,kanke,3,30,Male,No,2,6,EMP2761,IT
Bachelors,2018,Ratu road ,3,29,Male,Yes,1,6,EMP2762,Marketing
Bachelors,2013,Ratu road ,3,30,Male,Yes,0,4,EMP2763,HR
Bachelors,2017,Ratu road ,3,27,Male,No,5,5,EMP2764,Sales
Bachelors,2016,kanke,3,29,Female,Yes,2,3,EMP2765,Finance
Bachelors,2013,Lalpur,3,28,Male,No,5,3,EMP2766,Marketing
Bachelors,2014,kanke,3,26,Male,No,4,9,EMP2767,HR
Bachelors,2015,Lalpur,2,30,Female,No,1,5,EMP2768,Finance
Masters,2013,kanke,2,26,Male,No,4,0,EMP2769,IT
Bachelors,2016,Ratu road ,3,26,Male,No,4,2,EMP2770,HR
Masters,2012,Lalpur,3,27,Male,Yes,5,9,EMP2771,Marketing
Bachelors,2017,Ratu road ,3,27,Female,No,5,4,EMP2772,HR
Bachelors,2013,Ratu road ,3,30,Male,No,1,5,EMP2773,Finance
Bachelors,2014,kanke,3,27,Male,No,5,1,EMP2774,Marketing
Masters,2013,Ratu road ,3,30,Male,No,1,9,EMP2775,Marketing
Bachelors,2016,Ratu road ,3,29,Male,No,2,8,EMP2776,HR
Bachelors,2016,Ratu road ,3,28,Male,No,3,7,EMP2777,Finance
Masters,2017,kanke,3,29,Female,No,2,2,EMP2778,Finance
Bachelors,2014,kanke,3,26,Male,No,4,0,EMP2779,Marketing
Masters,2018,kanke,3,30,Male,No,2,12,EMP2780,IT
Masters,2014,Lalpur,3,27,Female,No,5,11,EMP2781,IT
Bachelors,2017,Lalpur,3,29,Male,No,0,3,EMP2782,Marketing
Masters,2016,kanke,3,30,Male,No,2,1,EMP2783,HR
Masters,2017,kanke,3,30,Male,No,3,9,EMP2784,Sales
Bachelors,2013,Lalpur,2,30,Female,No,1,8,EMP2785,Marketing
Masters,2014,kanke,3,28,Female,No,3,0,EMP2786,HR
Bachelors,2013,Lalpur,3,26,Male,No,4,8,EMP2787,Sales
Bachelors,2017,Ratu road ,1,30,Male,No,2,9,EMP2788,Finance
Bachelors,2016,Ratu road ,3,28,Male,Yes,3,12,EMP2789,Sales
Bachelors,2013,Lalpur,1,30,Female,Yes,1,10,EMP2790,IT
Bachelors,2013,Ratu road ,3,30,Female,No,5,4,EMP2791,HR
Bachelors,2016,Ratu road ,3,27,Male,No,5,11,EMP2792,Sales
Bachelors,2015,Lalpur,3,27,Male,No,5,4,EMP2793,Sales
Masters,2012,kanke,3,26,Female,No,4,7,EMP2794,HR
Bachelors,2013,Lalpur,2,26,Male,Yes,4,8,EMP2795,Finance
Bachelors,2018,Ratu road ,3,27,Male,No,5,11,EMP2796,IT
PHD,2018,kanke,2,30,Female,No,4,3,EMP2797,Finance
Bachelors,2017,Ratu road ,3,29,Male,No,3,0,EMP2798,HR
Bachelors,2013,Ratu road ,3,28,Male,No,1,9,EMP2799,IT
Bachelors,2012,Ratu road ,3,28,Male,Yes,2,6,EMP2800,HR
Masters,2017,kanke,1,30,Male,No,2,2,EMP2801,Finance
Bachelors,2017,kanke,2,26,Female,No,4,8,EMP2802,Marketing
Masters,2013,Ratu road ,1,29,Female,No,2,10,EMP2803,IT
Bachelors,2012,Lalpur,3,29,Male,No,5,7,EMP2804,HR
Bachelors,2014,Ratu road ,3,27,Male,No,5,8,EMP2805,HR
Bachelors,2015,Ratu road ,3,29,Male,No,4,1,EMP2806,Sales
Bachelors,2014,Ratu road ,3,29,Male,No,3,1,EMP2807,Marketing
Bachelors,2018,Ratu road ,3,28,Male,No,0,0,EMP2808,HR
Bachelors,2012,Ratu road ,3,27,Male,No,5,0,EMP2809,Sales
Bachelors,2017,kanke,2,26,Male,No,4,4,EMP2810,IT
Bachelors,2014,Lalpur,2,29,Female,No,1,4,EMP2811,Sales
Bachelors,2017,Ratu road ,3,29,Male,No,4,5,EMP2812,IT
Bachelors,2015,Lalpur,2,28,Female,No,3,0,EMP2813,Finance
Bachelors,2017,Ratu road ,3,28,Male,No,5,11,EMP2814,IT
Bachelors,2017,Ratu road ,3,29,Male,No,0,12,EMP2815,Sales
Bachelors,2017,Ratu road ,3,30,Male,No,2,11,EMP2816,HR
Bachelors,2017,kanke,2,26,Female,No,4,4,EMP2817,Sales
Masters,2017,kanke,2,30,Female,No,2,0,EMP2818,IT
Bachelors,2015,Lalpur,2,29,Female,No,4,4,EMP2819,Sales
Bachelors,2014,Lalpur,3,29,Female,No,1,1,EMP2820,HR
Bachelors,2012,Ratu road ,3,28,Male,No,2,0,EMP2821,Finance
Bachelors,2012,Ratu road ,3,28,Female,No,4,0,EMP2822,Sales
Bachelors,2017,Ratu road ,3,29,Female,No,5,0,EMP2823,HR
Bachelors,2015,Ratu road ,3,30,Male,Yes,3,11,EMP2824,Sales
Masters,2012,Lalpur,3,26,Male,No,4,1,EMP2825,Marketing
Bachelors,2018,Ratu road ,3,28,Male,No,5,12,EMP2826,IT
Bachelors,2017,kanke,3,30,Male,No,5,12,EMP2827,HR
Bachelors,2012,kanke,3,27,Female,No,5,8,EMP2828,Finance
Bachelors,2017,kanke,3,26,Female,No,4,9,EMP2829,Marketing
Bachelors,2014,Ratu road ,3,27,Male,Yes,5,3,EMP2830,IT
Bachelors,2014,Ratu road ,3,30,Male,No,0,12,EMP2831,HR
Bachelors,2014,kanke,3,30,Female,No,2,3,EMP2832,Sales
Bachelors,2012,kanke,3,29,Female,No,5,2,EMP2833,Sales
Bachelors,2014,Lalpur,3,26,Male,No,4,7,EMP2834,Finance
Bachelors,2015,Ratu road ,3,27,Male,No,5,9,EMP2835,Sales
Bachelors,2017,Lalpur,2,29,Female,No,4,11,EMP2836,Marketing
Masters,2016,Lalpur,3,29,Male,No,4,5,EMP2837,Marketing
Bachelors,2017,Ratu road ,3,26,Male,No,4,7,EMP2838,IT
Masters,2017,kanke,3,26,Female,No,4,6,EMP2839,Sales
Masters,2012,kanke,3,29,Male,No,2,4,EMP2840,Sales
Bachelors,2013,Ratu road ,3,27,Male,No,5,2,EMP2841,IT
Bachelors,2012,Lalpur,3,26,Male,No,4,5,EMP2842,IT
Bachelors,2017,Ratu road ,3,28,Female,No,2,2,EMP2843,Finance
Bachelors,2013,kanke,3,30,Female,No,3,7,EMP2844,Sales
Masters,2017,Lalpur,2,26,Female,No,4,2,EMP2845,Finance
Bachelors,2013,Ratu road ,3,26,Female,No,4,0,EMP2846,Finance
Masters,2017,kanke,2,28,Female,No,2,10,EMP2847,IT
Bachelors,2017,kanke,2,27,Male,No,5,7,EMP2848,IT
PHD,2018,Ratu road ,3,27,Male,No,5,0,EMP2849,Marketing
Bachelors,2013,Ratu road ,3,30,Female,No,1,1,EMP2850,Finance
Masters,2013,kanke,3,30,Male,No,0,9,EMP2851,Sales
Masters,2018,kanke,3,26,Female,No,4,10,EMP2852,Finance
Masters,2015,kanke,3,30,Male,No,2,4,EMP2853,HR
Bachelors,2012,Ratu road ,3,29,Male,No,4,4,EMP2854,Marketing
Bachelors,2018,Ratu road ,3,27,Male,Yes,5,5,EMP2855,IT
Masters,2017,Lalpur,2,28,Male,No,5,6,EMP2856,Sales
Bachelors,2016,Lalpur,2,29,Male,No,3,6,EMP2857,Finance
Bachelors,2015,Lalpur,2,27,Female,Yes,5,9,EMP2858,IT
Bachelors,2014,Ratu road ,3,29,Male,No,4,12,EMP2859,Sales
Bachelors,2014,Ratu road ,3,27,Male,No,5,8,EMP2860,Sales
Bachelors,2018,Lalpur,3,28,Male,No,5,9,EMP2861,Finance
Bachelors,2012,Ratu road ,3,28,Female,No,0,4,EMP2862,HR
Masters,2017,Lalpur,2,28,Male,No,2,7,EMP2863,IT
Masters,2015,Lalpur,2,27,Female,No,5,8,EMP2864,Sales
Bachelors,2013,Ratu road ,3,26,Female,No,4,8,EMP2865,IT
Bachelors,2014,Lalpur,3,29,Female,No,4,3,EMP2866,IT
Masters,2016,kanke,3,30,Male,No,3,6,EMP2867,Finance
Bachelors,2014,Lalpur,1,26,Female,No,4,9,EMP2868,IT
Bachelors,2012,Lalpur,2,27,Female,No,5,2,EMP2869,Marketing
Bachelors,2017,Lalpur,3,30,Male,No,0,9,EMP2870,Sales
Bachelors,2013,Lalpur,3,27,Male,No,5,0,EMP2871,HR
Bachelors,2017,kanke,2,30,Male,No,4,1,EMP2872,Sales
Bachelors,2017,kanke,2,28,Female,No,4,0,EMP2873,Marketing
PHD,2016,Ratu road ,3,30,Female,No,5,12,EMP2874,Finance
Bachelors,2018,Ratu road ,3,28,Male,No,1,5,EMP2875,Finance
Bachelors,2017,Lalpur,2,29,Male,No,3,12,EMP2876,Finance
Bachelors,2017,kanke,2,30,Male,No,1,8,EMP2877,HR
Bachelors,2015,Ratu road ,3,27,Male,No,5,7,EMP2878,Finance
Bachelors,2013,Lalpur,3,30,Male,No,0,7,EMP2879,Marketing
Bachelors,2018,Ratu road ,3,26,Male,Yes,4,4,EMP2880,Marketing
Bachelors,2015,kanke,3,28,Female,No,3,12,EMP2881,HR
Masters,2017,kanke,2,26,Female,Yes,4,10,EMP2882,Finance
Bachelors,2016,Lalpur,2,30,Female,No,1,4,EMP2883,Sales
Masters,2014,kanke,3,28,Male,No,0,3,EMP2884,Finance
Bachelors,2015,Ratu road ,3,28,Male,No,2,0,EMP2885,IT
Masters,2015,Lalpur,2,30,Female,No,1,4,EMP2886,Finance
Masters,2017,kanke,2,27,Female,No,5,11,EMP2887,IT
Bachelors,2014,Ratu road ,3,26,Male,No,4,12,EMP2888,Sales
Bachelors,2013,Lalpur,3,27,Male,No,5,5,EMP2889,IT
Bachelors,2016,Ratu road ,3,30,Male,No,1,5,EMP2890,Finance
Masters,2017,kanke,3,29,Male,No,2,4,EMP2891,Sales
Bachelors,2012,Ratu road ,3,30,Female,No,1,0,EMP2892,HR
Bachelors,2018,Ratu road ,3,29,Male,No,3,2,EMP2893,IT
Masters,2018,Lalpur,3,29,Male,No,2,12,EMP2894,Marketing
Bachelors,2016,Ratu road ,3,27,Female,No,5,6,EMP2895,Finance
Bachelors,2017,kanke,2,28,Male,No,2,1,EMP2896,Finance
Bachelors,2016,Ratu road ,3,29,Female,No,0,6,EMP2897,Sales
Bachelors,2016,kanke,1,29,Female,No,1,11,EMP2898,HR
Bachelors,2015,Lalpur,2,28,Female,No,0,5,EMP2899,Finance
Bachelors,2012,Ratu road ,3,29,Male,Yes,2,1,EMP2900,Sales
PHD,2014,Ratu road ,3,27,Male,No,5,12,EMP2901,Sales
Bachelors,2013,Ratu road ,3,27,Male,Yes,5,12,EMP2902,Finance
Bachelors,2018,Ratu road ,3,29,Female,No,3,11,EMP2903,Sales
Masters,2017,kanke,2,30,Male,No,2,9,EMP2904,Marketing
Masters,2016,kanke,3,29,Female,No,1,5,EMP2905,IT
Bachelors,2012,Ratu road ,3,26,Male,No,4,2,EMP2906,Marketing
Bachelors,2015,Lalpur,3,28,Male,No,5,9,EMP2907,Marketing
Bachelors,2017,kanke,2,29,Female,No,5,7,EMP2908,Finance
Bachelors,2014,Ratu road ,3,30,Male,No,0,12,EMP2909,Marketing
Bachelors,2017,Ratu road ,3,30,Male,No,0,10,EMP2910,Marketing
Bachelors,2014,Lalpur,3,28,Male,No,2,12,EMP2911,HR
Bachelors,2013,kanke,3,28,Female,No,1,8,EMP2912,Finance
Bachelors,2016,kanke,3,26,Female,No,4,5,EMP2913,Marketing
Bachelors,2012,kanke,3,28,Female,No,0,2,EMP2914,HR
Bachelors,2017,Ratu road ,3,29,Male,No,0,12,EMP2915,HR
Bachelors,2018,Ratu road ,3,27,Male,No,5,10,EMP2916,Finance
Masters,2017,kanke,2,26,Male,No,4,11,EMP2917,Finance
Bachelors,2017,kanke,3,26,Female,No,4,11,EMP2918,Marketing
Bachelors,2013,Ratu road ,3,27,Male,No,5,0,EMP2919,HR
Bachelors,2014,Ratu road ,3,26,Male,No,4,8,EMP2920,Marketing
Bachelors,2013,Lalpur,2,29,Female,No,0,7,EMP2921,Marketing
Bachelors,2013,Lalpur,2,28,Female,No,4,5,EMP2922,Sales
Bachelors,2017,Ratu road ,3,26,Male,No,4,6,EMP2923,HR
Bachelors,2015,Lalpur,2,28,Female,No,0,9,EMP2924,HR
Bachelors,2017,Ratu road ,3,29,Male,No,1,7,EMP2925,HR
Bachelors,2013,Ratu road ,3,29,Female,No,3,12,EMP2926,IT
Bachelors,2015,Ratu road ,3,29,Male,No,5,9,EMP2927,HR
Bachelors,2017,kanke,3,30,Female,No,3,0,EMP2928,Finance
Bachelors,2015,Lalpur,3,29,Male,No,0,6,EMP2929,HR
Bachelors,2013,Ratu road ,3,27,Female,Yes,5,0,EMP2930,HR
Bachelors,2016,Ratu road ,3,26,Male,No,4,1,EMP2931,Finance
Bachelors,2014,Ratu road ,3,27,Male,No,5,6,EMP2932,Finance
Bachelors,2012,Ratu road ,3,28,Male,No,2,3,EMP2933,Sales
Bachelors,2017,Ratu road ,3,27,Male,No,5,7,EMP2934,HR
Bachelors,2018,Ratu road ,3,29,Male,No,0,6,EMP2935,Sales
Bachelors,2017,Ratu road ,1,29,Female,No,5,0,EMP2936,Sales
Bachelors,2017,Ratu road ,3,27,Male,No,5,7,EMP2937,Finance
Masters,2017,Ratu road ,2,27,Male,No,5,0,EMP2938,IT
Masters,2014,kanke,3,28,Female,No,2,4,EMP2939,Marketing
Bachelors,2012,kanke,3,27,Female,No,5,10,EMP2940,HR
Bachelors,2012,Ratu road ,3,28,Male,No,0,1,EMP2941,Marketing
Masters,2017,Lalpur,2,27,Male,No,5,6,EMP2942,Sales
Bachelors,2013,Ratu road ,3,26,Male,No,4,0,EMP2943,Finance
Bachelors,2013,kanke,3,27,Female,No,5,12,EMP2944,Finance
Bachelors,2013,Ratu road ,2,26,Female,No,4,5,EMP2945,IT
Bachelors,2012,Lalpur,2,27,Female,No,5,2,EMP2946,IT
Bachelors,2016,Lalpur,3,26,Female,No,4,6,EMP2947,Finance
Bachelors,2017,kanke,2,27,Male,No,5,7,EMP2948,Finance
Bachelors,2012,Ratu road ,3,28,Female,No,3,8,EMP2949,Marketing
Bachelors,2015,Ratu road ,3,26,Male,No,4,2,EMP2950,Marketing
Masters,2017,kanke,3,27,Male,No,5,4,EMP2951,IT
Bachelors,2013,Lalpur,2,30,Female,No,5,11,EMP2952,Marketing
Bachelors,2013,Lalpur,3,28,Male,No,0,9,EMP2953,Finance
Bachelors,2012,Lalpur,3,26,Male,No,4,8,EMP2954,HR
Bachelors,2016,Ratu road ,3,28,Male,No,3,11,EMP2955,IT
Masters,2015,Lalpur,3,26,Male,No,4,1,EMP2956,Sales
Bachelors,2017,kanke,2,26,Female,No,4,3,EMP2957,IT
Masters,2017,Ratu road ,2,26,Male,No,4,4,EMP2958,HR
Bachelors,2014,Ratu road ,3,30,Female,No,2,6,EMP2959,Finance
Bachelors,2014,Ratu road ,3,29,Female,No,2,3,EMP2960,Sales
Bachelors,2017,Lalpur,3,26,Male,Yes,4,6,EMP2961,IT
Bachelors,2013,Ratu road ,3,28,Male,No,0,0,EMP2962,Finance
Bachelors,2018,Ratu road ,3,29,Male,No,1,12,EMP2963,Finance
Bachelors,2016,Ratu road ,3,30,Female,No,3,10,EMP2964,IT
Bachelors,2017,Ratu road ,3,30,Male,No,0,1,EMP2965,Sales
PHD,2015,kanke,3,29,Male,No,4,8,EMP2966,Sales
Bachelors,2017,kanke,2,26,Female,No,4,7,EMP2967,Sales
Bachelors,2013,Ratu road ,3,26,Female,No,4,10,EMP2968,Sales
Bachelors,2014,Ratu road ,1,28,Female,No,5,6,EMP2969,IT
Bachelors,2014,Lalpur,3,30,Male,No,0,5,EMP2970,HR
Masters,2012,Ratu road ,3,26,Female,No,4,4,EMP2971,HR
Bachelors,2013,kanke,2,26,Female,No,4,11,EMP2972,HR
Bachelors,2015,Ratu road ,3,26,Male,No,4,10,EMP2973,Sales
Bachelors,2016,kanke,3,29,Female,No,0,2,EMP2974,IT
Bachelors,2015,Ratu road ,3,27,Female,No,5,2,EMP2975,Marketing
Masters,2018,kanke,3,28,Female,No,2,1,EMP2976,Marketing
PHD,2015,kanke,2,27,Female,No,5,12,EMP2977,IT
Masters,2013,Lalpur,1,30,Male,No,1,2,EMP2978,Finance
Bachelors,2012,Lalpur,3,26,Male,No,4,12,EMP2979,Finance
Bachelors,2015,Lalpur,2,26,Female,Yes,4,10,EMP2980,HR
Bachelors,2018,kanke,3,30,Female,Yes,3,1,EMP2981,IT
PHD,2013,kanke,3,30,Male,No,5,9,EMP2982,HR
Bachelors,2013,Ratu road ,3,28,Male,No,0,8,EMP2983,Finance
Masters,2014,kanke,3,26,Male,Yes,4,1,EMP2984,IT
Bachelors,2017,Ratu road ,3,29,Male,No,1,11,EMP2985,IT
Bachelors,2013,Ratu road ,3,26,Male,No,4,1,EMP2986,Finance
Bachelors,2012,Lalpur,3,26,Male,No,4,11,EMP2987,HR
Bachelors,2014,Lalpur,3,26,Male,No,4,11,EMP2988,IT
Bachelors,2015,Lalpur,3,29,Male,No,0,12,EMP2989,Sales
Bachelors,2014,Ratu road ,1,26,Male,No,4,6,EMP2990,Sales
Bachelors,2018,Ratu road ,3,36,Male,No,2,8,EMP2991,Marketing
Bachelors,2018,Ratu road ,3,37,Male,No,4,2,EMP2992,IT
Bachelors,2015,Lalpur,3,35,Female,No,0,2,EMP2993,Sales
Bachelors,2013,Lalpur,2,32,Female,No,4,10,EMP2994,IT
Bachelors,2013,Lalpur,1,39,Female,No,0,6,EMP2995,IT
Bachelors,2018,Lalpur,3,32,Male,No,1,0,EMP2996,Finance
PHD,2012,kanke,3,37,Female,No,5,4,EMP2997,Finance
Bachelors,2012,Lalpur,3,31,Male,No,4,6,EMP2998,HR
Bachelors,2018,Lalpur,3,31,Male,No,1,5,EMP2999,Marketing
Bachelors,2017,Ratu road ,3,33,Male,No,2,3,EMP3000,IT
Masters,2017,Lalpur,2,37,Male,No,2,7,EMP3001,HR
Bachelors,2014,Lalpur,3,31,Male,Yes,1,10,EMP3002,Marketing
Masters,2017,Ratu road ,3,40,Female,No,4,1,EMP3003,Finance
Bachelors,2017,kanke,2,32,Male,No,0,5,EMP3004,IT
Bachelors,2016,Ratu road ,3,41,Male,No,0,12,EMP3005,IT
Bachelors,2018,Ratu road ,3,35,Female,Yes,5,5,EMP3006,Sales
Bachelors,2014,Lalpur,3,34,Male,No,3,3,EMP3007,IT
Bachelors,2017,Ratu road ,3,31,Male,No,0,11,EMP3008,IT
Masters,2017,Ratu road ,3,41,Female,No,2,9,EMP3009,Sales
Bachelors,2015,Lalpur,3,41,Male,No,5,12,EMP3010,Finance
Bachelors,2016,Ratu road ,3,37,Female,No,0,9,EMP3011,Finance
Bachelors,2018,Ratu road ,3,32,Female,No,3,2,EMP3012,Finance
Bachelors,2015,Ratu road ,3,37,Male,Yes,3,7,EMP3013,Finance
Bachelors,2016,Ratu road ,3,32,Male,No,1,5,EMP3014,IT
Masters,2017,kanke,3,36,Female,No,5,2,EMP3015,Sales
Bachelors,2014,Ratu road ,3,36,Male,No,3,0,EMP3016,IT
Bachelors,2015,Ratu road ,3,36,Male,No,5,3,EMP3017,Marketing
Bachelors,2017,Ratu road ,3,41,Male,Yes,3,9,EMP3018,HR
Bachelors,2015,Lalpur,3,39,Male,No,3,10,EMP3019,HR
Bachelors,2013,Lalpur,3,37,Male,No,0,10,EMP3020,HR
Bachelors,2013,Ratu road ,3,32,Male,No,1,8,EMP3021,Finance
Bachelors,2012,Ratu road ,3,36,Male,No,2,0,EMP3022,Marketing
Bachelors,2013,Ratu road ,3,36,Male,No,4,5,EMP3023,Finance
Bachelors,2014,Ratu road ,3,36,Male,No,1,9,EMP3024,Sales
Bachelors,2018,Ratu road ,3,32,Female,Yes,2,10,EMP3025,Marketing
Bachelors,2018,Ratu road ,3,34,Male,No,3,6,EMP3026,Sales
Bachelors,2018,Ratu road ,3,37,Male,Yes,5,8,EMP3027,Marketing
Bachelors,2018,Lalpur,3,40,Male,Yes,3,6,EMP3028,Marketing
Bachelors,2014,Lalpur,2,36,Female,No,3,3,EMP3029,Sales
Bachelors,2017,Lalpur,2,38,Female,No,0,6,EMP3030,IT
Masters,2017,kanke,2,31,Female,No,0,0,EMP3031,IT
Bachelors,2013,kanke,3,41,Female,No,4,3,EMP3032,Marketing
Masters,2012,Ratu road ,2,32,Male,No,3,1,EMP3033,IT
Bachelors,2017,kanke,2,41,Female,No,3,2,EMP3034,Sales
Bachelors,2013,Lalpur,3,40,Male,No,5,1,EMP3035,IT
Bachelors,2014,Ratu road ,3,38,Female,No,2,4,EMP3036,Sales
Masters,2017,kanke,2,36,Male,No,5,1,EMP3037,IT
Bachelors,2013,kanke,3,33,Female,No,1,10,EMP3038,Sales
Bachelors,2014,Ratu road ,3,39,Male,Yes,0,9,EMP3039,Sales
Bachelors,2013,Ratu road ,3,39,Male,No,0,8,EMP3040,Finance
Bachelors,2014,Ratu road ,3,33,Male,No,4,5,EMP3041,Finance
Bachelors,2017,Lalpur,3,32,Male,No,5,7,EMP3042,HR
Bachelors,2014,Ratu road ,3,35,Female,No,2,11,EMP3043,IT
Bachelors,2014,Ratu road ,3,36,Male,No,5,6,EMP3044,Marketing
Bachelors,2018,Lalpur,2,39,Female,No,0,5,EMP3045,HR
Bachelors,2013,Ratu road ,3,37,Female,No,5,4,EMP3046,Marketing
Masters,2017,kanke,2,35,Female,No,2,8,EMP3047,HR
Bachelors,2017,Ratu road ,3,36,Male,No,5,7,EMP3048,IT
Masters,2013,kanke,3,41,Male,No,0,9,EMP3049,IT
Bachelors,2017,Ratu road ,3,33,Male,No,2,2,EMP3050,HR
Bachelors,2018,Ratu road ,3,38,Male,No,2,6,EMP3051,Finance
Bachelors,2015,Ratu road ,3,34,Male,No,5,7,EMP3052,HR
Bachelors,2012,Ratu road ,3,34,Male,No,1,5,EMP3053,IT
Bachelors,2015,Lalpur,3,35,Male,Yes,5,7,EMP3054,Sales
Bachelors,2012,Ratu road ,3,39,Female,No,2,6,EMP3055,IT
Bachelors,2012,Ratu road ,3,41,Male,No,3,10,EMP3056,Sales
Bachelors,2018,Ratu road ,3,34,Male,Yes,2,7,EMP3057,Sales
Masters,2015,Lalpur,2,35,Female,No,1,3,EMP3058,Sales
Bachelors,2012,Ratu road ,3,33,Male,No,2,5,EMP3059,IT
Bachelors,2015,Ratu road ,3,39,Male,No,3,8,EMP3060,Finance
Masters,2017,kanke,2,35,Male,Yes,2,7,EMP3061,IT
Bachelors,2017,kanke,2,31,Female,No,0,4,EMP3062,Finance
Bachelors,2016,Ratu road ,3,34,Male,Yes,4,6,EMP3063,Marketing
Bachelors,2013,Ratu road ,3,40,Female,Yes,5,5,EMP3064,Marketing
Bachelors,2016,kanke,3,31,Female,No,4,4,EMP3065,Finance
Bachelors,2016,Lalpur,3,33,Male,No,3,9,EMP3066,Marketing
Bachelors,2013,Ratu road ,3,32,Male,No,5,8,EMP3067,Sales
Masters,2017,kanke,2,31,Male,No,4,3,EMP3068,Sales
Bachelors,2014,Ratu road ,3,39,Male,No,2,9,EMP3069,Marketing
Bachelors,2016,Ratu road ,3,33,Male,No,1,7,EMP3070,Marketing
Bachelors,2014,Ratu road ,3,40,Female,No,4,4,EMP3071,IT
Bachelors,2016,Ratu road ,3,39,Male,No,0,8,EMP3072,Marketing
Bachelors,2017,Ratu road ,3,35,Male,Yes,2,11,EMP3073,Marketing
Bachelors,2017,Ratu road ,3,32,Male,No,1,3,EMP3074,Finance
Bachelors,2015,Lalpur,2,34,Female,No,5,5,EMP3075,Marketing
Bachelors,2017,Ratu road ,3,40,Female,No,4,11,EMP3076,IT
Masters,2017,Lalpur,3,33,Male,No,4,4,EMP3077,Sales
Bachelors,2015,Lalpur,2,36,Female,No,0,1,EMP3078,Finance
Masters,2018,Ratu road ,3,39,Male,No,3,9,EMP3079,IT
Bachelors,2012,Ratu road ,3,37,Female,No,5,1,EMP3080,Finance
Bachelors,2018,Ratu road ,3,36,Male,No,1,1,EMP3081,Marketing
Bachelors,2017,kanke,2,39,Male,No,2,12,EMP3082,HR
Bachelors,2015,Lalpur,2,35,Female,Yes,4,2,EMP3083,Marketing
Masters,2018,kanke,3,41,Male,No,2,12,EMP3084,Finance
Bachelors,2012,Lalpur,3,31,Male,No,5,12,EMP3085,Marketing
Bachelors,2015,Lalpur,2,36,Female,Yes,0,8,EMP3086,Finance
Bachelors,2016,Ratu road ,3,32,Male,No,1,12,EMP3087,Finance
Bachelors,2017,Ratu road ,3,37,Male,No,2,3,EMP3088,Finance
Bachelors,2015,Lalpur,2,39,Female,No,4,12,EMP3089,Sales
Bachelors,2012,Lalpur,3,34,Male,No,2,4,EMP3090,Sales
Bachelors,2012,Ratu road ,3,35,Female,No,1,11,EMP3091,IT
Bachelors,2015,Ratu road ,3,40,Female,No,2,6,EMP3092,Marketing
Bachelors,2016,Ratu road ,3,39,Female,No,1,0,EMP3093,Sales
